,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
7131,7131,237.7,111.409933,170.829726,102.126054,45.176617,118.085692,118.617161,-40.244956,17.732485,92.813533,-1.982382,4.255731,-38.243323,0.720625,0.155885,0.720625,0.155885,0.042426,0.042426,23.041371,8.430427,18.773662,6.373776,10.470685,14.739001,59.419793,56.949437,0.531469,194.7
7134,7134,237.8,120.168357,165.331441,95.994533,48.610169,112.956002,125.980865,-144.872704,83.589535,145.730921,9.166056,-40.197135,-19.302119,0.990454,0.308869,0.990454,0.308869,0.134164,0.12,21.493138,9.053549,18.773662,7.892054,10.470685,14.739001,45.163083,47.384364,13.024863,210.1
7137,7137,237.9,135.204129,159.961786,80.978246,48.550301,113.972401,145.212333,217.212149,-49.855062,-181.030759,6.708946,28.508611,87.900208,0.810555,0.532447,0.810555,0.532447,0.12,0.11225,27.688276,11.636885,21.147808,5.785535,10.470685,31.159487,24.757657,32.427946,31.239932,202.4
7140,7140,238.0,123.536149,163.0607,93.803287,47.957651,115.192052,132.190299,36.476007,9.423747,-9.071345,1.804369,-32.864218,-118.574064,0.3,0.184932,0.3,0.184932,0.0,0.03,26.350018,11.636885,21.147808,5.785535,10.470685,31.159487,39.524551,45.845636,16.998247,200.9
7143,7143,238.1,124.921715,165.649176,90.042195,46.644943,113.768732,134.292062,53.969526,55.445062,-56.511498,-18.251184,3.284753,11.881827,0.182483,0.169706,0.182483,0.169706,0.0,0.06,23.794197,11.636885,21.147808,5.785535,10.470685,29.846761,40.727461,43.397252,20.52333,203.2
7146,7146,238.2,132.888293,167.367925,82.820836,45.345418,113.460915,140.064581,36.469411,25.916473,-50.429069,0.737643,28.295802,-26.133888,0.189737,0.284605,0.189737,0.284605,0.03,0.042426,23.794197,11.636885,21.147808,5.552465,7.541297,29.115791,34.479632,37.475419,26.603666,190.8
7149,7149,238.3,130.951596,163.83928,87.236028,46.757491,112.036743,141.831171,-57.807717,-68.44199,70.796035,17.861086,-28.869589,-226.857374,0.09,0.127279,0.09,0.127279,0.03,0.042426,23.794197,11.636885,21.147808,5.552465,7.143248,33.296542,32.887684,40.478537,29.794428,184.6
7152,7152,238.4,130.750512,152.394998,89.282674,44.010471,116.587419,144.107757,244.47382,805.81815,-172.676944,-84.526486,-21.685407,-50.310585,0.84,1.312136,0.84,1.312136,0.042426,0.06,23.794197,46.064278,21.147808,10.379299,11.072058,30.775923,21.644486,45.272203,27.520338,200.1
7155,7155,238.5,134.445764,133.979868,87.807704,44.483789,118.164704,147.329162,7.936888,-461.998353,65.726849,-23.618485,22.433749,6.674381,0.284605,0.725603,0.284605,0.725603,0.06,0.067082,23.794197,46.064278,21.147808,10.379299,11.072058,30.775923,0.465897,43.323915,29.164458,190.5
7158,7158,238.6,133.736805,149.108067,89.755994,45.441665,110.646819,148.297198,286.400407,-50.838572,-216.242638,145.047543,-348.378107,-1.770943,2.160417,2.643407,2.160417,2.643407,0.241868,0.243721,23.794197,46.064278,21.147808,10.379299,13.27675,30.942939,15.371263,44.31433,37.650379,202.9
7161,7161,238.7,137.247654,126.998294,94.614772,44.02868,115.642892,150.693382,198.283623,-256.466199,-90.873153,34.01466,101.285466,143.96075,0.577841,1.863384,0.577841,1.863384,0.570789,0.57,25.837721,52.506964,21.147808,10.379299,13.27675,32.076221,10.24936,50.586093,35.05049,208.4
7164,7164,238.8,129.536381,145.58955,101.443589,39.904962,118.724573,144.483509,1.319319,772.298424,-2.084671,81.011918,-67.246874,-50.497379,0.37229,1.553351,0.37229,1.553351,0.084853,0.09,17.079296,50.294846,21.722308,11.405605,13.27675,24.712517,16.05317,61.538627,25.758936,172.9
7167,7167,238.9,120.078392,131.964486,108.177659,39.233556,117.400174,142.42536,-223.40597,-570.038701,172.683506,-84.328099,44.309961,1.295117,1.110811,1.80125,1.110811,1.80125,0.09,0.084853,17.169262,50.294846,27.199413,15.498569,13.27675,18.503083,11.886095,68.944103,25.025186,154.9
7170,7170,239.0,115.394699,136.317313,112.283478,49.574014,112.269977,144.218835,-305.869928,-37.715455,304.457646,-20.401953,130.968404,31.941836,2.882499,1.182244,2.882499,1.182244,0.331361,0.305941,36.882239,50.294846,35.13031,17.896379,17.60427,21.750277,20.922614,62.709464,31.948859,169.9
7173,7173,239.1,123.944865,152.207565,103.300934,46.295405,102.803637,132.419364,-308.344844,-215.145184,183.489632,-55.258959,-126.785272,-537.628015,0.108167,0.594727,0.108167,0.594727,0.3,0.301496,36.882239,50.294846,35.13031,17.896379,21.119933,21.521213,28.2627,57.005529,29.615727,177.1
7176,7176,239.2,134.349753,146.722683,92.827537,45.329397,102.795198,137.143592,66.04112,-30.556613,-49.14173,-17.274498,41.965384,19.594339,0.342053,0.401373,0.342053,0.401373,0.108167,0.073485,36.882239,50.294846,35.13031,17.896379,22.527218,21.521213,12.37293,47.49814,34.348394,176.2
7179,7179,239.3,131.490276,161.024868,99.572784,43.336815,115.52349,157.564621,-224.219131,763.205007,102.078637,-144.351892,149.447722,126.128513,1.890476,4.134126,1.890476,4.134126,0.7506,0.75,36.882239,45.516518,35.13031,17.896379,22.527218,25.145258,29.534592,56.23597,42.041131,165.8
7182,7182,239.4,122.557971,163.405333,115.027505,40.458544,111.365989,156.517831,-616.779549,2023.645825,462.419969,-721.115671,188.28352,-169.218811,7.620591,16.885657,7.620591,16.885657,1.74,1.772541,36.882239,67.454861,37.874337,31.444001,22.527218,29.739094,40.847361,74.568961,45.151842,136.6
7185,7185,239.5,141.106446,109.846339,111.932017,75.762162,100.200021,151.3917,987.292035,-1330.868683,-189.994056,224.104837,-249.878659,97.143925,5.940152,5.386065,5.940152,5.386065,0.570789,0.570789,44.080226,67.454861,41.111984,42.71043,23.723549,29.739094,31.260107,36.169854,51.19168,138.5
7188,7188,239.6,116.740852,147.015418,118.559551,54.616012,105.369245,147.345205,-163.943104,-333.464878,136.904802,222.929073,-162.170094,7.311985,0.24,4.086392,0.24,4.086392,0.42107,0.42107,44.080226,67.454861,41.406383,42.71043,22.812733,29.739094,30.274566,63.943539,41.975961,165.1
7191,7191,239.7,129.362048,150.22563,107.047468,43.889661,103.498595,136.888406,341.262754,-206.883834,-239.06757,17.15197,-91.129382,-2.037398,1.020441,1.907774,1.020441,1.907774,0.0,0.03,44.080226,70.681945,41.406383,42.71043,24.271913,29.739094,20.863582,63.157807,33.389811,195.7
7194,7194,239.8,147.29342,130.52823,99.34447,48.9109,97.013417,143.610268,788.632223,-644.123773,-491.348465,150.863231,-360.367996,5.032145,6.93026,6.926103,6.93026,6.926103,1.719448,1.71,44.080226,70.681945,41.406383,42.71043,25.999337,29.739094,16.76519,50.43357,46.596851,192.5
7197,7197,239.9,118.339831,157.13628,117.901603,46.56887,107.573981,139.512445,-122.161788,-46.712934,161.70058,28.39176,-11.916015,-69.096785,1.02,0.184932,1.02,0.184932,0.212132,0.214243,44.080226,70.681945,41.406383,36.528607,20.386757,29.739094,38.796449,71.332732,31.938464,173.9
7200,7200,240.0,143.236947,151.087283,104.572945,44.257159,102.080756,144.427135,842.812988,-152.282832,-546.227062,59.249217,-125.879844,177.059364,4.020224,5.97,4.020224,5.97,1.38,1.380326,39.096708,70.681945,30.960618,35.303618,18.970078,29.739094,7.850336,60.315786,42.346379,166.7
7203,7203,240.1,111.47346,152.362215,124.676362,43.311059,107.315148,139.248932,-362.156292,188.920785,202.957281,-30.710687,34.659391,62.769736,2.28,2.048805,2.28,2.048805,0.63,0.630714,39.096708,70.681945,32.856466,35.303618,18.970078,29.739094,40.888754,81.365303,31.933784,148.7
7206,7206,240.2,125.247913,155.062293,108.850701,42.464465,105.282991,136.040444,210.22881,-135.523062,-247.988253,-18.164928,-19.919009,-80.384599,0.960937,0.947734,0.960937,0.947734,0.146969,0.06,39.096708,70.681945,31.848825,35.303618,18.970078,26.118013,29.81438,66.386237,30.757454,136.2
7209,7209,240.3,123.272881,157.956266,116.730896,41.782806,111.755949,139.199619,180.605653,-57.767575,-99.693126,37.196314,52.91247,84.30788,0.673498,0.284605,0.673498,0.284605,0.172337,0.192094,39.096708,70.681945,25.331892,35.303618,18.970078,26.118013,34.683385,74.94809,27.443671,144.7
7212,7212,240.4,133.136979,159.126104,99.572767,41.154036,113.655007,146.559919,51.666643,459.370135,-188.254346,-25.199662,48.608132,75.23043,1.38,0.836242,1.38,0.836242,0.094868,0.067082,39.096708,70.681945,25.331892,35.303618,16.641591,20.477386,25.989125,58.418731,32.904912,169.7
7215,7215,240.5,126.514162,141.265599,109.318889,44.403571,116.124526,147.814255,43.497533,-266.650674,-14.669259,73.688963,-40.593842,-80.93927,0.15,1.27597,0.15,1.27597,0.067082,0.067082,35.81996,70.522753,25.331892,35.219233,20.464237,19.695097,14.751438,64.915318,31.689729,169.4
7218,7218,240.6,127.186158,165.546912,107.723489,42.085557,115.694023,151.266093,-176.577134,24.548033,122.03227,54.54113,-46.515387,43.202482,0.09,1.110811,0.09,1.110811,0.15,0.161555,35.81996,72.823525,25.331892,26.398754,23.958565,19.695097,38.360755,65.637931,35.57207,167.1
7221,7221,240.7,119.607911,160.339175,110.779245,38.674322,111.053461,142.910378,69.055326,-42.444255,-57.004378,-20.019272,27.634871,52.130694,0.11225,0.184932,0.11225,0.184932,0.051962,0.067082,35.81996,35.018682,25.331892,13.124123,23.958565,15.225649,40.731264,72.104923,31.856917,148.4
7224,7224,240.8,122.124334,142.15143,108.699589,38.468982,117.188222,147.074494,41.636951,-596.494113,-36.140247,14.011788,17.440294,94.139141,0.12,0.343366,0.12,0.343366,0.0,0.06,35.81996,35.018682,25.331892,13.92653,23.958565,15.225649,20.027095,70.230607,29.886272,149.6
7227,7227,240.9,129.224717,161.866185,98.723737,34.578189,121.480571,153.494664,-22.296462,1152.544012,-99.69916,5.175353,-123.814731,106.362478,1.59,0.534977,1.59,0.534977,0.067082,0.11225,31.763487,42.098861,25.952625,13.876107,23.526972,17.45422,32.641468,64.145548,32.014093,148.9
7230,7230,241.0,131.178118,164.379633,91.730775,33.011478,120.265481,152.212165,123.998239,0.014339,-172.43983,30.591904,-109.271354,-57.952968,2.220203,0.91586,2.220203,0.91586,0.182483,0.182483,31.763487,42.098861,32.945587,17.407986,24.655341,18.103486,33.201515,58.719297,31.946684,163.4
7233,7233,241.1,128.319616,158.01015,93.530143,35.74175,114.899461,140.249179,132.838197,-163.623983,-72.117979,137.048393,-164.187527,-23.167081,0.601498,2.571439,0.601498,2.571439,0.331361,0.332716,25.426268,42.098861,32.945587,15.03377,21.453107,18.135169,29.690534,57.788393,25.349718,167.0
7236,7236,241.2,126.444772,160.640265,99.237689,33.908971,118.463303,145.418072,-79.571772,-73.183021,208.375446,61.680429,22.262098,135.974603,1.112025,1.23584,1.112025,1.23584,0.03,0.152971,19.647037,42.098861,30.167242,15.03377,21.453107,18.135169,34.195494,65.328717,26.954769,156.4
7239,7239,241.3,125.675538,164.043776,100.822545,36.562647,128.442831,153.32084,11.981675,28.238504,18.809123,55.687996,34.689012,4.281576,0.0,0.994082,0.0,0.994082,0.042426,0.03,19.593661,42.461941,26.844138,15.03377,18.310532,15.276736,38.368238,64.259897,24.878009,148.7
7242,7242,241.4,121.524874,159.014718,104.850139,42.525584,127.582798,151.912373,-35.313529,177.21045,92.94046,64.94089,-84.833976,-5.299505,0.870517,1.351666,0.870517,1.351666,0.042426,0.03,19.593661,42.461941,22.792633,15.03377,20.278298,14.227177,37.489844,62.324555,24.329576,127.4
7245,7245,241.5,120.028965,155.516937,107.226122,45.353039,128.224599,146.538018,128.384056,81.196829,-61.071892,11.181702,-91.510983,-76.229493,0.810555,0.09,0.810555,0.09,0.273313,0.271662,21.660396,42.461941,22.792633,15.983239,22.530918,14.227177,35.487972,61.873083,18.313419,119.7
7248,7248,241.6,114.985492,158.364503,105.116363,44.126725,128.392401,142.763329,102.159699,89.6849,-151.97764,-8.459816,22.765223,-43.45987,0.93,0.866372,0.93,0.866372,0.03,0.0,19.597949,42.461941,22.792633,17.672426,22.530918,14.227177,43.379011,60.989637,14.370928,100.7
7251,7251,241.7,117.093027,160.815094,107.538861,40.836813,126.374912,148.03067,102.74422,-24.214221,-79.189349,8.027896,-51.6721,-4.022815,0.24,0.966075,0.24,0.966075,0.03,0.15,19.597949,42.461941,22.891374,17.672426,21.609755,14.227177,43.722067,66.702048,21.655757,109.6
7254,7254,241.8,118.180106,161.680978,105.81807,39.551014,131.429104,153.194857,31.203402,-19.091203,-30.538785,-22.861673,119.161887,176.246616,0.042426,0.184932,0.042426,0.184932,0.03,0.06,19.597949,42.461941,22.891374,17.672426,17.857395,14.227177,43.500873,66.267055,21.765754,139.8
7257,7257,241.9,120.514793,163.61959,106.367589,39.93873,126.106814,142.43464,38.937068,109.549259,-27.219398,-62.781765,-48.679486,-99.820402,0.844808,0.09,0.844808,0.09,0.073485,0.103923,19.597949,15.056097,22.891374,17.672426,17.763755,14.227177,43.104797,66.428859,16.327826,149.0
7260,7260,242.0,119.856165,161.313101,105.897377,40.691728,123.539209,143.550095,55.876256,-16.879615,-60.041609,9.2256,-30.864953,-21.224734,0.152971,0.362491,0.152971,0.362491,0.03,0.03,19.597949,15.056097,22.891374,17.672426,17.763755,14.227177,41.456936,65.205648,20.010886,148.2
7263,7263,242.1,124.765103,162.046351,100.918687,40.266508,119.935363,144.326558,-2.702294,-69.130185,-15.291602,29.766112,-42.690781,-41.952511,0.93,0.161555,0.93,0.161555,0.03,0.0,18.251821,15.056097,22.891374,15.189269,17.763755,14.227177,37.281248,60.652178,24.391195,196.8
7266,7266,242.2,125.219693,158.431949,101.089554,41.090408,122.998154,145.700522,150.799484,-38.730913,-94.247915,4.741712,-16.024048,65.30851,0.094868,1.143547,0.094868,1.143547,0.182483,0.182483,14.864603,15.056097,13.540443,13.244317,14.199913,13.838091,33.212255,59.999146,22.702367,191.9
7269,7269,242.3,115.219973,160.522921,108.714965,39.753797,128.884021,142.685453,-70.634931,158.859616,20.77089,-9.357687,94.485256,112.765271,0.296985,0.241868,0.296985,0.241868,0.0,0.03,14.095369,13.496794,11.955587,10.479579,13.948203,15.434736,45.302948,68.961168,13.801433,206.1
7272,7272,242.4,114.199976,155.864934,100.57456,41.42272,129.765124,141.241465,-79.100467,-29.891885,-53.739641,2.163069,-10.814787,25.416458,1.218236,0.250998,1.218236,0.250998,0.042426,0.042426,13.639524,13.496794,12.203572,7.767922,14.737522,15.434736,41.664957,59.15184,11.476342,220.6
7275,7275,242.5,125.895987,161.634301,88.057305,40.064801,138.895146,143.676992,174.017631,-29.152601,-130.501668,37.796318,61.358823,-61.543317,1.732743,1.752883,1.732743,1.752883,0.042426,0.051962,17.36993,11.469313,24.720827,10.406279,20.180133,15.434736,35.738314,47.992504,4.781846,199.5
7278,7278,242.6,123.507439,161.241955,83.16173,39.473468,137.392584,143.300522,293.371436,-16.608621,-134.144265,47.069757,-5.722702,-33.654834,0.774209,0.259808,0.774209,0.259808,0.09,0.09,17.36993,9.12309,29.616402,7.490779,20.180133,15.434736,37.734516,43.688262,5.907937,207.7
7281,7281,242.7,148.40437,167.937367,41.565562,35.233402,143.663301,147.773993,719.27187,-194.157341,-754.462462,8.227785,89.054471,230.784161,2.373415,3.183536,2.373415,3.183536,0.03,0.03,39.878313,19.181678,67.195156,7.507224,24.948287,15.434736,19.532997,6.33216,4.110693,195.8
7284,7284,242.8,152.033337,161.043666,47.137918,49.13132,131.44699,129.369343,83.423573,-94.776253,50.04653,-126.619615,54.603907,409.543815,1.194362,0.932416,1.194362,0.932416,0.042426,0.0,46.412077,19.181678,73.775437,18.827743,24.948287,38.643465,9.010329,1.993402,2.077647,195.9
7287,7287,242.9,153.734745,160.156564,29.743793,37.916766,108.076895,134.894642,225.032859,218.54598,-208.91323,-273.235745,-799.368867,-197.423611,0.738512,1.022204,0.738512,1.022204,0.042426,0.0,46.412077,22.186559,79.016925,19.127855,35.586406,33.994823,6.42182,8.172973,26.817747,198.1
7290,7290,243.0,158.23609,149.6935,33.66063,48.754591,105.298951,107.742901,-16.925327,189.828874,23.34452,-88.198076,-636.80245,-1116.457133,0.37229,1.423025,0.37229,1.423025,0.073485,0.073485,53.287485,31.043408,79.016925,19.127855,38.36435,41.969804,8.54259,15.09396,2.44395,181.8
7293,7293,243.1,163.387597,156.729163,29.284817,40.516119,103.933498,123.439183,-17.45026,133.158252,-18.2269,-127.605711,365.901029,-556.613508,0.794292,0.073485,0.794292,0.073485,0.099499,0.067082,55.443215,31.043408,81.01795,19.127855,51.926504,41.969804,6.658434,11.231302,19.505685,208.3
7296,7296,243.2,154.370119,151.231288,31.956063,46.595182,134.2961,142.261104,124.367076,35.5539,-0.83991,19.517649,409.965295,26.779949,0.296985,0.582495,0.296985,0.582495,0.042426,0.051962,55.443215,31.043408,81.01795,19.127855,51.926504,44.106857,3.138831,14.639119,7.965004,202.9
7299,7299,243.3,154.509491,145.606161,33.900696,53.674936,115.527129,124.336716,-24.90672,-9.575584,6.628017,-8.550781,728.475077,436.114668,0.201246,0.274955,0.201246,0.274955,0.123693,0.123693,55.443215,31.043408,81.01795,19.435731,52.90579,44.106857,8.90333,19.77424,8.809587,226.4
7302,7302,243.4,147.484914,151.962546,39.421518,55.709861,122.185263,121.991046,-155.901721,-101.486374,75.986847,54.446049,116.676473,348.310859,0.155885,0.394588,0.155885,0.394588,0.0,0.03,55.443215,31.043408,80.717105,21.185629,52.90579,44.106857,4.477631,16.288343,0.194216,181.2
7305,7305,243.5,157.986837,152.986604,43.175253,50.92981,91.570817,64.843328,525.509258,-6.139419,-60.248652,26.953403,-314.050435,-546.094524,1.195492,0.283019,1.195492,0.283019,0.067082,0.06,50.240882,31.043408,60.890023,21.185629,52.90579,83.554869,5.000233,7.754557,26.727489,139.1
7308,7308,243.6,154.103067,153.743626,45.557658,47.06504,106.971378,63.290683,224.76962,24.85154,-438.114795,-203.141321,448.629969,-70.81816,0.412432,2.102142,0.412432,2.102142,0.094868,0.084853,40.461834,31.043408,55.418962,22.899755,53.385165,85.107515,0.359442,1.507382,43.680695,101.6
7311,7311,243.7,147.167229,152.517044,43.064257,54.754709,93.444574,64.083446,167.099824,8.084311,-142.624124,-110.749114,74.540897,57.06467,0.42107,1.684547,0.42107,1.684547,0.03,0.042426,23.499411,25.937012,32.418716,23.212944,53.385165,86.216907,5.349815,11.690452,29.361128,89.5
7314,7314,243.8,152.055104,152.195104,39.273108,50.805815,104.912713,103.506567,48.698434,5.063932,-112.820455,-166.220762,-57.053902,1074.576203,1.083744,1.296958,1.083744,1.296958,0.084853,0.099499,23.499411,17.677796,32.418716,20.52958,44.444388,86.216907,0.14,11.532707,1.406146,74.0
7317,7317,243.9,147.774283,153.134364,40.926629,49.891307,116.719702,120.175115,136.867757,76.546643,137.828265,6.757094,492.976032,-173.364189,0.152971,0.541664,0.152971,0.541664,0.051962,0.03,25.132728,16.790694,32.418716,20.52958,44.017964,86.216907,5.360081,8.964678,3.455413,66.3
7320,7320,244.0,138.755283,154.731809,39.733056,50.062302,137.205444,137.118959,-571.217959,57.269883,135.764981,-43.170188,-36.460946,-92.738381,2.219595,0.15,2.219595,0.15,0.03,0.03,25.21399,13.160627,32.418716,20.257582,48.142673,80.079814,15.976526,10.329246,0.086486,54.8
7323,7323,244.1,149.580064,149.839698,35.034093,47.612946,154.821931,146.198951,102.693299,-35.678963,-170.153291,-245.400234,-44.333849,-79.841204,2.284929,3.164253,2.284929,3.164253,0.051962,0.067082,24.632314,13.160627,30.876667,18.268195,71.775721,94.414248,0.259634,12.578854,8.62298,56.6
7326,7326,244.2,161.386716,152.405947,30.942034,48.850552,158.009094,149.744716,31.594815,106.54691,-37.054653,-133.322702,54.354531,98.047738,0.848528,0.184932,0.848528,0.184932,0.03,0.042426,22.631433,9.739264,29.21945,11.910644,71.775721,94.414248,8.98077,17.908518,8.264377,114.6
7329,7329,244.3,153.431253,150.472358,33.336423,47.350095,145.204154,135.825316,120.844027,-23.066776,4.805913,-29.616701,-234.251009,-7.77285,0.633561,0.467654,0.633561,0.467654,0.0,0.0,22.631433,9.739264,32.870993,11.381306,71.775721,94.414248,2.958895,14.013672,9.378838,118.5
7332,7332,244.4,155.005682,152.022172,28.72947,34.843488,155.904594,144.955382,-264.859289,-22.393861,-45.589576,-240.097528,428.117132,374.899864,1.339627,0.37229,1.339627,0.37229,0.155885,0.152971,25.079042,6.234578,32.870993,23.602858,71.775721,94.414248,2.98351,6.114018,10.949212,90.2
7335,7335,244.5,156.108185,147.9236,31.331378,51.775172,140.691271,136.379615,410.040951,-213.725236,-160.962972,326.055509,-117.329304,355.50316,5.583305,1.022204,5.583305,1.022204,0.15,0.15,25.079042,12.397087,32.870993,23.602858,71.775721,94.414248,8.184585,20.443794,4.311656,94.6
