,Frame,angle_11_13_15_at_13,angle_12_14_16_at_14,angle_11_13_23_at_13,angle_12_14_24_at_14,angle_11_23_25_at_23,angle_12_24_26_at_24,LDF_bloodflow
8214,8214,154.125991,141.802722,53.407333,79.447925,87.312792,104.347519,30.3
8217,8217,162.83328,135.005935,45.419374,81.859641,72.193269,101.413771,37.5
8220,8220,172.576136,151.984071,53.137363,83.358295,100.598426,88.743047,76.3
8223,8223,166.551142,148.002153,53.725062,78.705696,95.588042,88.270403,77.9
8226,8226,162.216559,159.8274,47.808173,77.011859,89.59401,85.889481,71.4
8229,8229,174.863838,150.395548,49.458574,74.280395,85.514521,73.307171,69.1
8232,8232,177.229919,155.873413,54.098005,80.803947,98.957881,79.242351,62.9
8235,8235,175.087055,165.167407,51.712556,68.534714,93.846503,78.062022,60.7
8238,8238,172.791958,160.001164,53.821643,80.890687,100.922212,87.662133,45.2
8241,8241,173.212674,159.473007,47.012803,75.193018,91.4622,80.810503,47.3
8244,8244,170.89592,163.043328,64.510065,83.383257,99.480886,80.925697,71.4
8247,8247,145.04653,158.949147,45.966884,77.539464,91.985578,82.882652,58.2
8250,8250,147.221315,167.108354,36.531233,59.936926,87.680744,78.912779,30.8
8253,8253,163.186545,159.017789,68.250686,78.221242,98.890645,71.940227,23.4
8256,8256,156.806418,155.156196,62.777953,89.093819,96.766677,70.903398,27.3
8259,8259,138.79777,170.220948,78.429697,86.084818,89.818784,70.740211,23.1
8262,8262,141.147353,165.104294,39.575207,69.347708,83.014817,69.923615,13.2
8265,8265,158.931008,162.595876,31.114355,65.371911,82.731674,72.279948,24.2
8268,8268,168.51013,150.70484,30.594917,73.690077,86.119981,74.922076,40.1
8271,8271,165.794741,177.798195,62.001496,63.086866,112.177178,91.845466,41.6
8274,8274,140.979172,155.483163,40.993885,82.872877,91.384671,75.75408,40.7
8277,8277,160.676111,146.168453,44.498286,76.326754,88.448146,68.877641,33.5
8280,8280,157.376601,160.570953,53.130978,86.23807,105.413778,75.073709,26.7
8283,8283,150.655263,149.077058,46.047621,90.747148,91.428109,79.972061,26.1
8286,8286,163.418216,151.75108,53.56531,88.010323,98.35023,74.963837,34.3
8289,8289,145.010316,132.953693,53.202703,101.335925,101.174744,80.320432,54.0
8292,8292,150.094327,127.15453,52.106048,102.910359,99.510503,89.745505,73.3
8295,8295,153.470449,135.942421,61.953627,107.111901,114.38363,88.171615,89.5
8298,8298,170.895618,131.660201,65.201539,108.205614,104.890938,92.353225,114.4
8301,8301,175.368364,134.82952,64.13165,102.056267,109.793387,101.003812,106.2
8304,8304,173.490931,139.041725,62.58467,106.8785,111.704258,98.173465,83.3
8307,8307,172.50192,137.064055,64.057406,101.197808,103.113212,89.932129,57.9
8310,8310,170.492151,140.744167,63.608405,101.821598,115.731699,86.074463,71.0
8313,8313,173.577434,138.559894,59.898783,102.471126,133.383277,95.284276,93.9
8316,8316,173.101698,128.978801,58.777463,104.09414,136.255071,98.021131,79.9
8319,8319,170.716785,130.959602,58.360026,99.471274,141.082128,99.638662,62.2
8322,8322,169.421958,139.358166,55.062822,96.067285,146.434849,95.890097,81.2
8325,8325,168.211657,130.394212,56.96727,100.597879,135.720691,97.822052,93.1
8328,8328,167.291388,129.280415,56.177392,103.503462,147.66581,99.479269,89.1
8331,8331,168.556601,122.796858,53.934871,103.431687,153.454775,106.8762,88.4
8334,8334,163.666629,124.47946,53.875792,101.230243,159.205212,111.78718,106.5
8337,8337,160.75174,129.741245,53.798292,95.661852,163.6107,114.771116,126.3
8340,8340,159.589604,128.267295,54.309861,95.420324,159.120848,110.715333,110.6
8343,8343,158.507008,132.447944,55.551766,90.525638,164.630021,114.262565,91.6
8346,8346,158.203265,133.206168,53.895753,86.19191,166.33681,119.046235,85.2
8349,8349,168.675133,141.779836,49.536093,75.075538,163.919626,127.219632,72.3
8352,8352,175.807853,148.436049,49.18447,63.11299,168.543394,128.589771,70.5
8355,8355,161.766789,146.192597,45.440819,55.421522,174.568505,140.765183,81.8
8358,8358,164.574672,151.823782,43.896728,49.419371,169.129715,144.877233,129.0
8361,8361,167.837638,147.522863,39.578541,51.586486,141.448894,143.536564,164.1
8364,8364,155.414545,156.254327,40.70153,52.694314,138.836791,145.721727,164.8
8367,8367,147.368153,155.583765,38.486999,50.412221,129.642508,149.737639,153.5
8370,8370,164.812242,162.873713,40.576785,44.836969,162.564974,152.69058,135.3
8373,8373,159.035416,167.709002,42.793121,42.881208,159.890296,154.292632,120.8
8376,8376,156.762677,168.045276,42.898721,38.722609,165.761389,154.585184,108.3
8379,8379,166.284853,167.728796,39.378128,36.860306,163.561548,157.798673,125.2
8382,8382,172.972826,168.51874,47.752236,39.824166,159.787737,156.768835,182.3
8385,8385,158.962239,167.793313,40.675223,37.670072,152.440491,159.977816,205.1
8388,8388,161.014264,168.540412,39.64586,35.812305,162.663052,158.161966,188.3
8391,8391,132.349134,94.93146,52.793905,32.42747,129.32849,160.391703,179.5
8394,8394,148.72344,116.238695,48.652559,20.335117,118.476587,164.529619,176.1
8397,8397,151.339661,55.405322,42.462253,42.214611,105.800778,150.094096,174.2
8400,8400,143.002384,177.115286,47.434684,39.811987,109.633905,151.727023,152.4
8403,8403,156.751707,123.174823,43.733929,54.943658,108.089496,150.539958,195.9
8406,8406,158.718578,119.3738,32.4335,24.358824,100.345694,135.616679,255.3
8409,8409,159.262301,114.518007,33.554975,22.748636,143.087211,151.573315,281.2
8412,8412,151.148214,139.534531,40.733541,33.71782,120.346025,154.281409,276.8
8415,8415,154.034835,168.732216,39.585937,29.649135,125.672278,171.366853,276.2
8418,8418,155.713045,159.587312,39.036926,33.177132,126.493458,125.572055,262.1
8421,8421,134.345568,161.336372,46.43293,28.365626,124.458067,166.305111,239.0
8424,8424,148.325959,169.307787,42.474157,27.343059,136.5677,160.485704,217.7
8427,8427,152.301578,173.579938,44.361688,31.453947,123.26633,154.446792,257.8
8430,8430,151.701795,172.809893,42.356137,30.331246,112.628073,135.764965,262.4
8433,8433,141.998616,172.019438,43.907058,31.326681,132.08366,144.819739,240.0
8436,8436,137.80599,169.466498,50.093581,34.250447,111.468063,148.865215,260.9
8439,8439,146.709731,171.535117,44.641831,34.670368,134.485694,133.016421,265.4
8442,8442,145.852842,174.396013,48.849712,34.553649,125.697764,128.570846,274.8
8445,8445,140.356071,176.110173,46.7734,38.52826,124.227101,129.000525,238.7
8448,8448,150.80627,175.57947,49.573824,36.491632,132.700354,126.671906,263.1
8451,8451,138.706631,176.169313,51.373785,37.463115,133.029385,129.036176,291.5
8454,8454,144.41302,176.260781,50.378261,38.445052,128.090396,128.331055,262.7
8457,8457,142.489543,174.957897,49.8063,37.457935,117.94086,123.47498,271.2
8460,8460,131.206825,173.488204,59.234049,35.690172,117.221055,127.191455,257.6
8463,8463,141.351507,170.547039,50.083014,35.804101,128.219168,126.729834,266.8
8466,8466,142.087814,172.564759,51.607583,37.401353,127.472015,124.123896,255.7
8469,8469,137.133087,170.371884,53.904105,34.79898,119.475389,141.901582,261.5
8472,8472,135.308347,169.18781,58.579599,38.480727,126.637073,122.822758,302.4
8475,8475,141.52805,173.038514,49.680952,38.479834,126.077303,129.103672,301.9
8478,8478,140.75652,170.504974,50.960019,38.91267,134.852239,125.246158,277.1
8481,8481,150.832929,171.667007,27.735452,48.18855,135.031398,158.316085,267.2
8484,8484,151.165079,171.991499,30.357445,49.222241,133.832363,157.419549,261.0
8487,8487,160.48467,167.278181,29.568906,51.737945,137.839071,163.165777,248.8
8490,8490,157.944503,173.625509,25.846906,51.778282,134.178062,173.774147,275.7
8493,8493,154.088523,172.854569,31.842565,50.520436,139.341529,171.867607,269.0
8496,8496,150.954377,172.063684,32.747437,51.439665,133.722929,164.317386,248.7
8499,8499,150.368256,171.798655,33.219733,51.263569,135.131792,170.579521,260.2
8502,8502,155.817573,177.579497,27.340195,51.899717,133.389573,170.253044,260.1
8505,8505,157.052753,174.736099,29.511881,49.150801,131.607782,167.733711,273.3
8508,8508,153.64204,176.211616,30.407495,51.928833,137.287275,169.435333,266.5
8511,8511,150.016605,174.211281,32.07763,47.652238,137.544942,170.29835,293.8
8514,8514,151.972745,173.538621,32.816717,50.436741,133.861856,171.348802,301.7
8517,8517,152.21142,172.516287,34.880997,51.401736,133.736227,169.917663,278.4
8520,8520,154.547691,159.892409,36.004424,52.867988,130.271034,165.786263,265.3
8523,8523,148.90481,168.744658,56.787776,44.167834,123.395227,151.133764,241.2
8526,8526,144.958231,169.55631,69.540701,41.02425,120.119719,141.107517,224.8
8529,8529,157.843037,172.209411,78.07356,40.849895,119.686993,144.262908,248.9
8532,8532,147.293096,168.218965,85.646375,39.26904,112.596049,138.374538,251.1
8535,8535,141.839768,175.825992,58.640068,35.376291,130.545751,168.859266,257.8
8538,8538,137.777385,176.867486,75.333466,34.145509,121.503873,148.546918,266.8
8541,8541,125.14655,175.879654,86.239415,34.062954,121.544464,143.176293,249.2
8544,8544,134.587317,175.462126,75.888784,30.518387,123.467942,149.939678,223.4
8547,8547,149.201891,160.618922,55.905476,39.084762,127.605437,166.112629,221.6
8550,8550,151.737159,168.980781,33.338035,48.202907,142.403689,127.53572,249.7
8553,8553,128.469212,168.652906,47.65823,37.758792,124.497338,162.995876,255.9
8556,8556,163.216393,144.679447,57.49418,45.99807,125.169254,134.417628,228.9
8559,8559,127.563433,145.423418,80.962728,35.479879,97.065914,117.912104,212.3
8562,8562,135.331709,140.943242,62.007027,63.750231,149.166547,107.735496,212.0
8565,8565,139.31975,147.071587,70.386911,31.990869,106.845015,124.615539,214.2
8568,8568,122.920198,133.195507,96.245437,145.390817,111.441218,109.275379,213.9
8571,8571,127.631968,145.680079,84.604575,84.90338,161.299694,112.777691,208.7
8574,8574,139.87778,146.930688,77.178226,83.231483,153.72155,108.951111,216.8
8577,8577,149.349052,168.740486,65.787883,41.465712,93.595862,108.557297,196.2
8580,8580,138.691744,154.224194,77.584068,34.217829,84.595489,107.591413,173.4
8583,8583,146.482319,164.633384,69.617384,29.650348,79.083732,102.573596,173.2
8586,8586,150.728585,177.248047,66.702207,23.977513,97.58677,127.876245,178.2
8589,8589,152.407174,95.214601,48.763508,90.226331,118.429484,98.817155,177.2
8592,8592,141.114216,136.207168,22.709142,102.3392,127.740418,110.590674,176.4
8595,8595,116.624278,107.995229,82.201401,122.418351,132.378853,114.419186,213.5
8598,8598,164.744423,155.120154,47.561754,44.552377,99.789627,119.864017,219.8
8601,8601,155.572944,148.824272,56.179549,24.070779,82.967726,104.22299,206.5
8604,8604,151.817595,131.739626,62.059774,32.733979,86.736958,102.712942,165.4
8607,8607,149.499449,156.111116,63.288294,19.137224,80.217415,106.927166,163.1
8610,8610,153.668655,165.014934,52.34636,16.296491,85.284539,101.165593,192.2
8613,8613,146.501217,170.843272,69.263116,13.760727,87.617165,100.119777,183.5
8616,8616,165.541428,65.254162,27.147661,132.772664,127.390689,109.524845,183.6
8619,8619,151.216632,88.186021,5.60288,109.813767,124.884722,115.20679,168.9
8622,8622,143.031327,159.612264,65.181768,31.453085,88.98583,120.851345,148.2
8625,8625,175.52184,155.430292,11.711432,87.241155,109.803245,103.054796,140.3
8628,8628,154.046402,162.91069,66.271235,26.793,84.14515,119.180693,131.9
8631,8631,161.299575,149.329851,33.944202,50.569742,99.199134,115.509132,168.7
8634,8634,152.549586,131.614853,21.551349,77.758544,149.892003,109.97154,167.5
8637,8637,88.631161,139.806099,119.636972,94.570405,150.72752,127.124249,151.9
8640,8640,129.746864,158.357977,78.171862,28.743811,82.146438,100.80354,148.8
8643,8643,155.266415,128.320755,25.530387,116.893541,131.717213,118.534588,124.6
8646,8646,154.938226,150.122824,61.671366,15.347828,90.017022,105.721017,123.9
8649,8649,146.339462,172.856647,73.419344,16.071632,100.892441,111.89893,130.9
8652,8652,150.583115,176.112301,70.749531,20.518336,106.9982,118.320904,158.5
8655,8655,146.533646,166.887821,73.074494,28.278681,98.941467,124.587894,201.5
8658,8658,149.226298,168.000943,71.30968,29.662585,112.312562,134.464185,201.7
8661,8661,140.936863,153.029943,83.314476,35.452626,118.540272,139.593977,154.5
8664,8664,142.618066,154.208033,89.082496,30.327376,120.960458,157.703307,118.6
8667,8667,139.287061,155.984567,91.784955,32.573629,106.910648,134.877775,94.3
8670,8670,151.050146,153.982933,69.237289,38.787306,118.089697,144.254735,70.3
8673,8673,144.461045,156.713141,78.126626,31.85125,84.668335,137.133043,79.2
8676,8676,145.391549,155.989448,77.967125,30.669488,106.08827,137.24767,91.9
8679,8679,147.792221,167.618104,79.848327,27.930254,79.375757,145.040557,104.6
8682,8682,145.633876,154.85571,59.937932,34.509304,116.990951,156.315085,88.0
8685,8685,143.568978,152.414751,58.361515,41.641732,132.075111,160.147895,87.3
8688,8688,169.734727,145.018558,39.283053,45.507828,115.328756,137.909554,64.8
8691,8691,148.122136,159.912333,47.630486,42.963604,129.894753,155.594666,54.0
8694,8694,153.898233,161.063271,32.659289,51.495801,132.316856,165.367271,42.0
8697,8697,149.119637,158.04926,36.085287,44.72431,138.774653,168.540498,33.6
8700,8700,153.14376,161.15305,35.133244,44.843071,142.557476,166.675577,47.9
8703,8703,141.439875,164.144319,68.52167,39.854786,140.336956,169.706452,64.9
8706,8706,132.693119,166.356235,84.490426,37.567612,140.984561,165.17931,60.9
8709,8709,133.299126,171.417876,94.617195,39.814358,136.638622,160.874777,64.8
8712,8712,120.281455,173.343558,103.250457,41.313852,134.252647,160.435247,78.2
8715,8715,123.759663,171.95089,93.446914,42.843249,133.398749,157.676177,76.1
8718,8718,128.108989,169.172342,77.32185,41.971551,147.268038,169.776464,69.7
8721,8721,152.187221,171.574694,33.275621,46.405545,150.586241,167.964816,69.0
8724,8724,149.316232,165.826229,36.742882,44.699979,148.834336,162.835936,39.6
8727,8727,151.498668,166.126803,36.246966,44.11163,150.203319,156.72253,56.2
8730,8730,143.176349,164.777202,49.299203,41.074422,121.957629,148.587959,36.7
8733,8733,121.241406,159.898844,88.183769,42.471665,105.716328,151.268068,29.5
8736,8736,117.942553,158.565309,108.128193,47.976192,95.903145,156.261564,23.9
8739,8739,115.38665,154.993847,105.925707,49.737565,79.062111,158.658624,30.7
8742,8742,129.775584,152.95533,68.013613,50.006818,111.004991,145.411762,20.7
8745,8745,137.238532,145.815347,61.36357,47.106686,93.201974,145.255646,12.4
8748,8748,144.716983,142.757712,47.833806,51.815082,130.995847,165.091481,21.6
8751,8751,131.470396,146.524685,58.332843,52.166446,92.673807,159.493401,49.8
8754,8754,135.157974,145.820475,52.321844,50.549325,113.359605,153.511106,48.6
8757,8757,147.075763,145.953867,52.568582,49.943594,143.88801,147.203763,25.2
8760,8760,138.174299,149.032579,43.519324,51.453487,140.79912,130.033452,31.9
8763,8763,142.63314,143.394633,44.932946,54.994325,136.436633,125.029558,32.5
8766,8766,139.888267,145.71072,59.105468,51.883418,154.55502,153.404245,28.0
8769,8769,134.780703,149.282007,59.303715,54.080197,136.94068,127.5845,28.9
8772,8772,143.184376,149.943685,57.273136,55.67166,137.543872,127.401321,36.2
8775,8775,146.967081,152.509475,56.16372,57.061586,118.235588,141.348913,50.5
8778,8778,150.415341,152.869922,59.411493,54.679486,122.873044,132.208233,54.6
8781,8781,153.635038,158.498512,59.716002,51.026032,121.905543,141.711665,41.8
8784,8784,155.433589,157.644982,60.551583,52.149182,134.70519,143.853374,33.8
8787,8787,163.073765,150.48574,58.049658,58.842357,139.909301,132.269487,30.7
8790,8790,158.879161,147.451649,48.718238,58.878933,144.451267,141.426573,40.9
8793,8793,164.893769,149.638609,47.221592,56.412715,145.671159,151.685903,57.2
8796,8796,159.934503,151.28089,50.862861,56.893514,145.126713,148.713849,82.9
8799,8799,164.188171,147.262499,45.016727,62.009802,141.956919,150.395966,79.4
8802,8802,154.359688,152.359817,54.070333,57.18592,138.902943,146.198207,72.0
8805,8805,158.597253,151.646505,54.016549,60.487169,144.956722,143.169992,48.3
8808,8808,155.655827,149.222591,49.496769,59.913903,143.893504,135.809919,47.7
8811,8811,162.148327,139.276864,43.717215,59.958961,137.924724,143.455593,36.4
8814,8814,165.763696,135.967347,44.102082,61.342581,144.091231,144.582444,52.6
8817,8817,161.245897,143.935173,43.775972,53.256479,150.737028,146.682359,56.4
8820,8820,162.822467,142.495264,42.378438,53.127333,141.669318,138.708686,60.2
8823,8823,161.374698,145.699963,42.977613,53.653266,138.766279,133.943855,59.1
8826,8826,163.673898,144.250578,44.716178,57.356542,140.801411,132.669133,64.5
8829,8829,175.25065,141.142912,41.949415,58.526154,137.488343,129.969244,84.5
8832,8832,172.890391,137.119773,40.602543,57.640694,139.655059,120.413166,94.0
8835,8835,170.024063,129.243055,41.92341,59.356171,134.770863,113.126641,106.8
8838,8838,171.905546,140.67343,45.515852,57.758191,135.517048,105.576051,112.4
8841,8841,171.204317,137.33916,44.761936,59.209546,132.883427,106.264434,116.4
8844,8844,178.981293,133.15233,43.081188,62.467946,134.89183,107.788629,91.9
8847,8847,159.243188,133.652119,45.979547,65.653452,124.548233,100.626986,78.9
8850,8850,175.429129,137.837753,46.463986,61.17752,144.668495,110.449073,70.7
8853,8853,167.234225,135.498823,43.422145,68.955665,119.011085,101.915411,78.7
8856,8856,174.061554,137.583416,47.038941,68.917717,121.150167,99.546351,97.5
8859,8859,160.435911,137.457298,45.125555,78.540676,106.368108,87.044447,90.7
8862,8862,171.015947,130.956194,52.335928,81.810667,112.735558,92.655639,87.7
8865,8865,158.404907,130.084016,48.043699,76.694475,120.252179,93.268186,71.4
8868,8868,158.770507,152.367429,51.065116,60.550491,129.255062,99.756807,64.1
8871,8871,174.500556,148.846151,52.299417,64.300251,141.339439,98.103821,75.7
8874,8874,156.573825,156.964333,57.215548,56.119242,114.228352,93.797638,84.4
8877,8877,163.485514,150.475049,48.921028,62.059383,98.447964,102.791919,111.2
8880,8880,162.911606,146.402186,49.498471,69.240667,116.639075,98.153672,106.5
8883,8883,163.205395,159.540091,71.472892,65.174223,114.298984,104.306052,86.3
8886,8886,162.265968,148.983414,56.533001,74.377268,107.674845,105.404521,77.7
8889,8889,169.865809,148.944091,49.082322,72.856008,111.712867,104.536384,83.4
8892,8892,152.354816,151.181506,36.601707,71.720658,86.28452,97.29616,66.1
8895,8895,110.793355,156.980504,26.853255,74.66339,107.414192,91.2505,56.6
8898,8898,159.007191,145.78679,50.446723,71.712517,83.701811,108.852407,71.2
8901,8901,162.29251,149.985592,47.1336,71.168927,88.566004,101.719957,59.9
8904,8904,153.62323,142.01956,49.374884,72.575225,90.959648,106.879487,42.6
8907,8907,160.173253,145.374341,44.383008,75.216185,87.027661,107.217009,37.6
8910,8910,152.83972,144.75353,47.122156,79.741959,95.433535,105.164585,32.6
8913,8913,159.604698,145.761442,48.02276,72.68603,94.384698,108.580568,30.9
8916,8916,159.579216,136.804501,47.965058,79.875942,92.845988,117.307871,41.0
8919,8919,169.826867,142.648071,53.841286,78.20411,94.281705,106.735473,59.1
8922,8922,149.424204,139.809736,49.95035,83.493182,97.424579,99.596318,47.8
8925,8925,159.503837,136.263584,43.96989,83.702374,83.58096,108.652646,46.3
8928,8928,167.323721,142.006569,41.077426,77.436493,81.850347,103.803328,37.5
8931,8931,156.98839,140.703943,48.551844,86.838048,102.129084,88.49275,37.2
8934,8934,152.035848,140.319932,46.318213,81.505116,84.535172,105.678624,44.9
8937,8937,172.203553,128.515099,39.759434,92.576253,92.733292,108.341946,43.7
8940,8940,176.437786,148.610862,48.990307,87.919564,94.885624,101.783851,60.8
8943,8943,163.748788,164.025092,47.602078,65.26878,99.670795,95.443418,50.2
8946,8946,156.299283,146.564915,45.470366,80.281887,94.525426,95.338704,47.5
8949,8949,158.891076,155.718912,43.267425,66.705493,91.736956,75.734219,29.7
8952,8952,146.864246,167.820597,38.743444,65.000643,88.76412,81.387077,29.0
8955,8955,160.77833,139.552089,31.004005,82.975884,87.119509,80.699883,23.1
8958,8958,171.392741,129.266746,32.028292,89.48831,82.110715,85.557356,49.1
8961,8961,172.877127,139.94238,31.735473,83.472114,80.269472,87.473105,68.9
8964,8964,149.880324,139.242532,28.062888,84.894181,79.38557,74.37317,56.3
8967,8967,162.309298,132.516904,27.12999,83.738529,81.958669,91.129989,44.6
8970,8970,161.57222,141.936318,24.631062,78.755778,87.093363,83.512507,45.8
8973,8973,166.174837,131.369387,29.108416,89.839032,81.206002,79.392765,34.7
8976,8976,164.551991,140.07159,30.935344,85.623938,82.831052,83.575105,35.9
8979,8979,165.338948,150.243031,36.94734,83.396601,86.212448,83.108456,37.8
8982,8982,164.066969,154.207482,40.684458,81.41331,91.271764,77.983616,53.4
8985,8985,164.077728,148.449481,42.390586,85.255198,88.832151,90.28515,50.3
8988,8988,157.354082,130.215744,47.342284,104.337594,102.955727,84.491072,60.3
8991,8991,144.482396,139.132174,47.446858,101.840031,97.534661,87.554499,48.9
8994,8994,151.212265,137.79144,43.25271,96.548973,92.350406,85.562608,55.5
8997,8997,153.53574,132.559897,51.492353,111.281934,104.089347,82.103173,72.4
9000,9000,149.718136,133.268701,57.500714,116.362802,102.955621,82.478666,69.3
9003,9003,162.612922,132.331223,45.072051,106.686559,95.619964,85.903496,73.0
9006,9006,150.99524,129.849569,49.296237,112.687253,100.291247,87.644366,65.0
9009,9009,155.918646,125.287205,53.991804,111.814519,106.784184,95.715351,57.0
9012,9012,165.324811,136.316991,59.9307,104.916646,101.829716,91.484532,52.8
9015,9015,166.341869,141.750831,57.394668,102.740752,115.902124,91.908208,42.4
9018,9018,168.281066,134.077093,58.647883,107.991904,119.159306,90.590624,41.9
9021,9021,174.020761,134.963195,57.662342,104.267068,123.022234,92.743979,38.5
9024,9024,165.897184,136.501041,57.359894,104.486919,131.489485,98.047418,41.6
9027,9027,170.744264,123.690724,55.734824,102.331612,142.673952,101.078025,66.2
9030,9030,134.619045,127.402976,55.509747,94.938945,153.994398,112.227415,80.5
9033,9033,157.786574,134.560652,54.369261,88.739058,165.559242,120.141707,59.4
9036,9036,164.288699,144.636479,53.369298,81.190766,161.249316,131.916078,57.2
9039,9039,159.77233,144.488601,51.069492,78.745492,166.815751,134.938756,47.2
9042,9042,160.909892,147.260294,49.840711,68.267015,175.913737,138.87087,41.1
9045,9045,162.598582,146.06019,46.132883,69.43132,175.454444,142.3358,41.3
9048,9048,150.186369,144.11774,42.209206,68.466818,170.196557,143.429408,75.4
9051,9051,163.994221,152.880063,43.338916,58.229748,160.684584,125.317522,115.3
9054,9054,166.934659,151.890023,39.389003,56.063155,167.591995,140.628283,105.8
9057,9057,168.30909,157.831308,43.82994,53.747625,169.211098,141.490194,93.1
9060,9060,173.50611,158.924633,43.79149,51.507471,163.804273,144.263276,86.2
9063,9063,161.481078,156.122659,43.48943,51.926703,158.360115,150.579021,93.8
9066,9066,162.723254,160.179372,42.630314,51.445673,150.389626,144.349371,104.2
9069,9069,162.993772,164.338362,41.899731,47.779141,157.133429,145.37523,124.2
9072,9072,162.495865,164.79101,42.062314,49.537785,160.258733,148.894014,152.8
9075,9075,163.546374,165.308126,41.996291,48.019493,156.567227,149.502725,156.4
9078,9078,158.892863,164.414966,43.672492,49.236557,151.317988,140.870202,137.9
9081,9081,158.919106,165.547803,43.183235,48.441587,145.907953,147.828069,133.3
9084,9084,155.051507,167.538142,46.480995,46.309499,155.135743,147.802331,121.4
9087,9087,149.14859,167.014357,47.166499,44.140656,157.429964,150.595404,121.7
9090,9090,147.812555,167.534896,47.177452,44.404306,160.92203,151.524192,123.5
9093,9093,143.666435,165.943943,55.244325,46.44662,160.822068,151.000392,158.2
9096,9096,152.077424,165.688073,43.487299,39.318806,156.68952,149.609418,170.6
9099,9099,157.871253,164.058075,39.109208,35.77632,158.60817,157.668448,181.4
9102,9102,159.598862,163.555982,39.335654,43.083329,151.511773,154.793005,174.1
9105,9105,158.982141,167.354464,38.357164,40.146612,110.973034,163.604897,161.2
9108,9108,159.84044,164.628726,37.458509,31.201722,157.658845,154.509908,137.5
9111,9111,157.345948,169.136266,40.315645,34.93915,162.01599,153.882071,140.0
9114,9114,140.07452,164.877176,40.33252,40.831069,146.451267,159.84964,170.7
9117,9117,147.311933,165.607908,33.178781,37.590354,141.225605,162.886626,186.1
9120,9120,139.018762,166.510278,43.257852,38.782692,132.814652,169.17517,176.6
9123,9123,135.664632,166.300725,37.619991,39.630465,138.02722,155.102908,165.7
9126,9126,144.640761,161.683133,38.506298,45.012912,126.984795,161.804972,163.2
9129,9129,131.178599,167.061435,37.040632,42.693547,130.433645,159.079098,168.3
9132,9132,134.737732,162.427136,33.566791,43.540693,159.250192,155.777392,152.3
9135,9135,145.449921,164.953586,28.829931,36.4075,142.894958,170.355222,180.2
9138,9138,139.589283,165.259413,34.315565,39.189417,144.536815,149.401162,200.1
9141,9141,118.752545,170.38591,49.514487,41.109613,110.745949,155.504047,203.9
9144,9144,146.314618,165.678227,33.668258,40.918053,153.787591,167.245036,218.2
9147,9147,147.81791,164.50768,33.9697,42.267915,160.427903,155.217473,212.2
9150,9150,147.826609,165.885244,38.832645,40.856367,158.333749,160.196155,192.7
9153,9153,157.400984,159.099417,49.106657,45.339722,136.833346,168.794165,214.9
9156,9156,163.765536,166.677804,42.273983,39.69702,149.482631,169.792255,240.6
9159,9159,162.935168,165.721505,37.047281,40.949932,155.162818,171.597222,223.1
9162,9162,164.916759,154.961931,23.917157,49.215467,159.852912,159.418114,230.1
9165,9165,170.546584,168.838865,29.780403,46.237175,134.033086,172.370317,235.8
9168,9168,165.250513,161.307231,33.481813,44.41809,145.413874,166.606383,216.1
9171,9171,161.450351,157.110937,23.303225,50.600142,154.930704,173.3258,222.7
9174,9174,162.562329,160.982119,31.909512,48.310273,154.078616,171.337388,257.0
9177,9177,164.061317,155.59261,32.369524,51.941921,153.110965,173.1633,259.6
9180,9180,167.999203,158.6448,23.172921,50.890577,149.714389,177.280352,252.5
9183,9183,167.38988,156.430589,24.316987,50.170744,150.156145,174.515483,244.7
9186,9186,167.900437,169.347229,30.00865,48.355483,145.719082,167.414576,241.8
9189,9189,165.042806,173.311739,30.811886,50.755343,145.845173,172.095158,227.3
9192,9192,164.997116,168.192783,28.998193,51.75368,144.941433,172.184387,225.2
9195,9195,165.461312,166.18957,29.046207,52.644443,143.870252,171.775831,238.7
9198,9198,162.036799,166.695884,27.722003,50.6377,143.631162,169.608346,236.1
9201,9201,157.232266,163.192181,28.989705,50.265831,141.449693,167.903914,221.3
9204,9204,152.70893,167.116547,32.692992,48.118139,140.791889,161.163638,208.8
9207,9207,155.317823,168.468339,30.053301,48.711339,139.478664,157.629116,225.1
9210,9210,151.505844,169.179019,44.564921,46.890023,127.766809,147.356961,218.7
9213,9213,148.137714,172.494804,42.185157,47.102516,125.642729,141.888678,238.2
9216,9216,150.664574,171.646375,36.666809,44.96704,128.623643,146.953622,255.5
9219,9219,134.917136,169.866725,45.294595,44.17059,135.365038,163.44255,228.7
9222,9222,142.200859,173.956091,73.295382,50.08185,126.475885,157.703256,213.7
9225,9225,131.627872,175.853721,89.338271,48.503719,122.661688,147.860846,210.3
9228,9228,134.018575,172.284983,94.616375,47.580168,112.601882,127.475833,194.8
9231,9231,154.968987,164.176027,71.407768,51.226007,114.289237,143.975512,193.3
9234,9234,149.2847,158.009793,40.909078,55.298778,120.730619,145.561919,210.6
9237,9237,156.633476,161.490602,60.436524,51.013095,142.83184,161.866627,224.9
9240,9240,160.811986,162.434813,36.556469,49.447136,139.356591,153.336797,231.3
9243,9243,125.538687,139.258567,82.55838,51.430534,133.821886,164.685003,228.8
9246,9246,160.364823,152.478284,34.34508,65.050323,136.861155,144.721139,211.0
9249,9249,167.249901,162.871109,44.092592,50.843005,154.755082,159.955972,213.0
9252,9252,166.180108,154.21114,39.714002,63.150485,156.558199,141.400161,210.5
