Frame,angle_11_13_15_at_13,angle_12_14_16_at_14,angle_11_13_23_at_13,angle_12_14_24_at_14,angle_11_23_25_at_23,angle_12_24_26_at_24
2003,142.794534,135.800953,55.897139,109.078943,161.473531,137.92732
2004,143.117901,137.064861,55.985939,110.204223,164.64635,141.970487
2005,142.858073,137.983678,56.755451,110.089049,161.886145,140.271379
2006,143.117328,143.240862,56.206904,105.911098,157.139274,136.005387
2007,140.616588,145.773939,56.606564,104.548451,160.815615,137.854255
2008,141.824813,142.345218,56.139564,103.644139,161.749742,139.910783
2009,141.732451,143.423526,55.923055,102.095673,160.907866,137.787632
2010,139.906243,147.740787,56.914362,97.285093,162.648421,138.151301
2011,140.589637,147.105404,56.838118,98.330954,163.533119,139.045984
2012,140.149179,134.730188,57.210227,110.773861,162.408914,142.582885
2013,140.795896,140.006071,57.637616,114.962771,157.122825,141.615181
2014,137.099244,139.1568,60.027967,118.247663,150.560577,139.958833
2015,137.846441,135.700837,59.762879,117.461548,150.522469,139.138644
2016,136.688168,140.956788,60.954913,113.059517,151.220209,135.765299
2017,133.484285,142.715505,60.999358,103.622288,157.582362,136.013171
2018,135.043516,140.43041,61.688232,105.276827,152.87538,135.213904
2019,138.45241,140.362736,61.223554,109.831096,150.205358,134.883949
2020,140.015252,140.622323,61.97054,112.555356,147.895072,138.751311
2021,135.442721,143.014321,65.89183,112.892719,144.565,131.365955
2022,135.175225,137.694766,65.78016,112.576262,148.376633,133.045135
2023,132.368859,142.108187,66.720718,106.777637,145.696132,131.620743
2024,129.40972,139.884188,67.72423,108.798912,151.435032,136.526932
2025,127.684525,139.884547,69.287168,109.939225,151.048357,132.31452
2026,127.207509,140.918441,68.868287,109.626853,150.134994,129.956494
2027,127.990362,138.531841,69.053112,115.541427,147.744929,128.944812
2028,128.589481,139.727154,67.736451,114.797896,148.548392,129.474575
2029,131.587744,138.974039,67.066453,116.04849,149.598224,131.035811
2030,133.999657,142.80823,66.055025,112.951267,155.575017,132.888489
2031,130.784246,145.519985,67.671519,114.538201,155.96643,130.645701
2032,129.185391,142.184668,68.514556,116.777431,155.582357,129.149254
2033,130.386754,142.687732,69.144713,115.95049,156.004127,129.595618
2034,126.921311,148.190686,69.013779,116.600884,162.880912,131.381748
2035,132.457549,145.254769,68.584483,117.729868,159.253363,129.235522
2036,130.686928,144.887674,69.323919,117.057691,157.842031,129.603451
2037,130.480146,146.301233,69.956154,109.985548,158.660758,130.451143
2038,130.105924,145.926642,70.081486,108.931547,156.427722,127.510943
2039,127.581328,146.601313,70.449749,108.091435,157.042645,125.452958
2040,127.314146,154.21201,70.646282,109.737408,157.597305,127.093777
2041,128.341712,152.623959,71.102674,111.835604,158.410399,128.025955
2042,129.612269,148.590346,71.515911,111.82185,152.788955,128.230087
2043,130.182141,149.042176,70.69736,107.942693,150.632853,127.788626
2044,130.49091,145.236841,70.663643,114.380049,149.362012,128.964793
2045,126.58728,148.577389,73.047451,116.099486,154.721516,129.733727
2046,128.721361,144.286425,72.551583,118.900707,155.67802,130.037929
2047,124.83308,148.035402,71.065447,115.598992,159.911437,130.721386
2048,122.85988,147.171007,72.123666,117.813831,157.163666,130.008166
2049,123.39773,147.315165,72.236524,116.205084,157.197133,129.991569
2050,123.682,142.487558,72.852446,115.564997,156.98409,129.687129
2051,122.00387,146.674664,73.554039,108.04343,153.409982,125.614016
2052,121.981341,145.05374,74.864467,110.785856,148.303516,123.494274
2053,121.021526,146.271507,76.350475,111.748658,143.898961,119.609796
2054,121.1255,148.744617,75.646309,118.53497,144.844425,121.952697
2055,120.02143,136.249503,76.149182,118.033079,144.745823,121.880476
2056,118.648438,137.43142,75.677415,118.822065,145.657044,122.699798
2057,121.191974,141.586148,79.337805,118.478138,139.309096,120.342818
2058,121.607104,141.580589,78.805005,120.462442,140.641378,126.148447
2059,121.975563,141.374104,78.672658,117.689015,141.219246,124.113879
2060,118.592929,137.821305,81.310849,116.48405,139.869723,124.642629
2061,123.299949,145.021059,80.248716,123.808742,141.191968,125.394246
2062,120.947819,138.547119,79.364389,129.34758,143.784146,127.489568
2063,121.639843,137.126619,80.734343,128.133765,142.940916,127.648266
2064,117.651957,138.00967,79.102424,127.118422,141.294844,122.791537
2065,119.710678,137.100903,77.466028,128.433919,143.080965,125.361673
2066,119.038467,138.761222,78.031567,125.852031,142.941809,124.88606
2067,119.731556,135.33894,76.579681,132.270341,143.855793,123.545081
2068,119.698631,136.063594,77.345394,129.556196,144.30001,123.630522
2069,115.126652,136.893657,72.616654,136.109409,150.160492,123.73946
2070,111.7094,133.962625,73.773626,134.160553,147.853483,122.964017
2071,111.459158,130.984707,76.310185,132.860034,144.786887,120.504444
2072,110.34287,136.725676,78.677697,131.702906,141.879534,119.477817
2073,112.153587,127.306388,81.203036,131.425829,141.968934,119.376647
2074,112.418523,123.89132,87.67146,135.815971,134.572833,119.159715
2075,112.167193,123.100009,86.420572,135.945436,133.610306,117.016161
2076,111.770747,120.119422,86.898501,137.306527,133.644019,117.287794
2077,112.555548,121.824419,86.724646,132.944348,133.38597,116.842338
2078,109.987494,122.933239,87.089683,133.258183,135.796219,119.138347
2079,112.786092,122.300007,88.463189,132.754858,133.990177,119.351325
2080,113.75148,124.847345,93.356843,134.324867,131.240042,122.372659
2081,116.655312,122.363698,88.07521,134.387809,131.176241,120.800211
2082,114.519235,128.735075,90.056384,130.897516,131.993713,118.983497
2083,116.919416,130.985685,89.111045,127.157751,133.67045,119.587158
2084,110.895659,131.963617,92.032871,127.927401,131.820927,118.672393
2085,111.893328,126.176871,93.646759,126.381524,129.953792,116.935223
2086,110.638476,124.071433,93.602414,129.866254,128.388289,113.365146
2087,113.910354,132.91181,89.955553,134.12438,132.160005,113.919824
2088,114.491973,133.292102,90.364861,133.186901,131.710598,114.209406
2089,114.951015,130.839336,91.581108,130.720253,129.394134,112.747966
2090,112.77696,121.472461,94.073998,134.901802,128.328005,115.163535
2091,113.014543,120.930979,94.312993,127.957212,129.637087,114.740407
2092,111.737764,120.566742,97.582486,131.523658,124.806174,110.879171
2093,111.29748,124.135078,96.523713,134.842716,126.677727,111.235295
2094,113.104497,124.094099,97.125845,134.493626,126.706548,114.539619
2095,111.919402,124.002282,97.852982,133.643028,126.761435,114.544376
2096,110.748464,125.338204,101.436558,132.557129,126.882538,116.346057
2097,112.707805,123.222388,101.601952,132.275581,124.555002,115.39921
2098,111.957988,121.489318,103.191575,132.673397,124.314502,114.634353
2099,111.798613,124.143476,98.430991,126.828318,129.275617,115.007159
2100,113.879708,120.563772,102.985352,129.680068,124.761195,113.413066
2101,112.475066,125.93807,99.944725,132.967142,129.26265,114.739902
2102,107.366155,123.705147,103.443526,133.051374,126.812451,114.866672
2103,109.250375,123.357901,103.804186,133.368818,127.532489,114.59665
2104,111.35679,118.3994,103.421355,139.291566,128.906656,116.510811
2105,111.258995,119.771893,101.979625,138.232948,130.624194,118.199005
2106,110.768541,120.562345,103.10983,138.519918,130.961712,117.938567
2107,110.186303,123.434989,104.010295,137.257785,128.879726,115.489069
2108,112.361404,115.760745,108.510488,136.628597,124.4258,115.051822
2109,108.978358,121.242158,108.724777,135.063073,123.540051,112.652345
2110,107.930486,122.821933,109.455926,135.302892,127.049394,116.377817
2111,107.546612,124.551975,110.058263,133.999379,126.655591,114.853053
2112,109.666123,123.156554,109.63334,138.829964,128.875183,118.086394
2113,110.379115,118.949778,109.628958,137.951912,120.864412,114.003262
2114,110.174501,114.998031,113.625762,141.353047,122.11464,114.284098
2115,106.530774,115.953148,108.748178,137.715946,128.056484,117.115058
2116,108.904256,116.310558,111.09237,137.347213,125.285775,116.302349
2117,109.365044,117.111545,111.066321,138.881292,125.880932,116.563184
2118,109.935856,112.634727,110.448088,139.378627,124.414808,117.72951
2119,106.363974,111.079155,110.255127,140.514373,128.366993,119.279998
2120,107.627941,114.545297,110.415811,139.79835,129.191077,119.326494
2121,106.778031,118.26568,110.39311,140.801876,131.40826,120.116282
2122,107.035289,114.292899,114.23122,139.596915,128.976966,119.579288
2123,105.083208,116.362505,110.902025,139.18,129.621133,112.804719
2124,105.659868,113.612289,121.892901,138.280937,128.037802,115.238019
2125,106.57402,114.354434,112.987599,138.024063,136.009699,126.830394
2126,107.667154,113.112317,117.176749,137.940911,131.018441,122.317141
2127,104.518082,116.377255,116.120648,137.081482,132.153329,121.716545
2128,108.270749,119.694915,114.118759,139.615726,134.956534,124.262154
2129,105.989877,116.984923,113.993552,140.407339,140.061205,125.524023
2130,105.450373,118.421311,115.271206,138.34856,139.661322,126.544839
2131,108.820516,119.740399,113.598855,138.281709,140.988254,128.582224
2132,109.953358,120.495257,112.554244,140.166556,141.296082,129.47832
2133,104.811259,120.334918,113.315251,140.044251,136.449579,128.305368
2134,98.884788,115.898495,116.148589,138.373493,140.606271,129.082055
2135,103.618221,117.665386,115.321165,138.784276,136.985915,126.989834
2136,103.675699,114.156821,118.366877,139.159549,132.685504,124.942141
2137,104.138776,114.525061,117.918932,140.39897,134.997756,127.493555
2138,103.573386,113.970896,118.771871,139.591455,137.645786,130.945863
2139,105.824497,114.392817,116.90991,139.491632,140.30117,132.59062
2140,111.348571,118.289459,116.120187,139.928413,140.53354,133.083474
2141,109.831539,117.55503,113.232561,140.479385,139.058631,132.725375
2142,109.512321,117.306885,114.368707,139.334904,139.232312,134.226741
2143,110.806007,115.266578,117.221296,139.93819,136.347408,146.623209
2144,110.115221,118.371405,114.092918,138.910211,139.756336,143.04879
2145,110.2497,118.371405,114.90888,138.868695,142.080871,140.896308
2146,111.653766,120.260503,115.080983,139.810138,138.056578,136.346791
2147,109.868375,119.624141,114.031331,139.13871,142.523689,138.806012
2148,109.1355,119.127159,114.283731,139.168155,145.65628,139.358705
2149,109.414577,121.20383,111.450065,139.120709,146.944082,138.559775
2150,111.56716,117.296151,111.350985,139.545062,138.863388,148.847082
2151,111.348493,120.877736,112.375727,139.27298,141.168031,147.964079
2152,108.725323,120.163297,113.014054,140.481884,144.16632,144.824931
2153,110.081845,122.077703,114.109458,140.190754,145.634273,143.991141
2154,112.197226,121.837835,113.440407,139.504079,144.165329,135.34393
2155,114.151735,120.880043,113.099878,138.964099,147.023263,137.634959
2156,114.444,121.170132,112.008814,139.301127,147.697151,138.470517
2157,119.355054,119.073303,118.839802,139.882542,142.040981,137.421845
2158,116.103125,116.733123,122.079376,139.982279,148.443448,144.370064
2159,114.915066,115.094511,122.356336,140.32565,143.890103,146.356332
2160,114.514332,106.246098,125.615341,140.17682,142.567504,145.91861
2161,113.73771,116.37488,125.468631,139.847037,141.941809,146.217595
2162,112.221373,111.681827,126.528855,141.487151,144.060136,142.98348
2163,117.375351,115.842284,126.73256,139.865127,143.099194,145.762971
2164,118.279781,114.778181,125.095115,138.566007,142.836757,147.478984
2165,124.132051,119.73514,124.838368,139.546697,140.080165,145.056188
2166,119.403742,120.450995,123.610928,139.844839,141.325309,145.138795
2167,117.883173,119.898121,124.555476,139.512601,143.639508,146.111315
2168,119.231461,120.035644,125.441299,139.644116,143.923202,144.218035
2169,114.442516,121.172472,124.290813,139.404121,143.540265,141.319527
2170,116.056672,119.0078,126.238681,139.538191,138.208469,149.599065
2171,116.870979,120.014722,125.895636,139.699831,139.237127,148.17506
2172,116.642771,118.397025,127.371397,139.459153,140.064562,145.174994
2173,117.494539,118.748394,127.166598,138.63782,139.897666,142.931104
2174,117.0833,118.917266,127.185343,138.722999,140.181177,142.757238
2175,114.645263,115.455029,128.601693,139.414961,140.627438,141.304227
2176,114.199308,115.005247,129.212057,138.747343,140.651819,141.096723
2177,115.911528,116.557861,129.937164,138.788582,139.928849,139.873256
2178,117.132589,116.788932,130.394663,138.637099,140.6736,142.260309
2179,118.546924,118.501637,131.257645,139.135102,139.9319,141.973476
2180,119.371199,120.421043,131.658333,139.662103,138.610241,141.264021
2181,121.401375,124.860373,131.244369,140.063014,139.892647,141.1062
2182,116.579305,115.994338,131.943407,139.075533,140.657952,141.924164
2183,113.905902,115.195008,130.782615,139.021245,141.681202,143.294986
2184,121.101678,123.617344,130.298961,140.360138,145.252362,143.592552
2185,120.713409,119.851464,133.300798,139.917759,140.125948,142.317289
2186,122.306393,122.889383,130.131846,140.256555,138.487334,137.259245
2187,121.972997,119.898773,128.764118,140.584489,138.954655,137.744722
2188,121.197535,118.689074,128.089624,140.237303,138.308107,137.681998
2189,117.02482,115.019985,128.394441,140.844053,141.460966,138.090298
2190,123.06751,124.805926,126.96157,142.081624,138.67225,137.015839
2191,120.831327,119.041001,130.346278,142.659325,135.749356,142.842978
2192,128.580801,119.319973,129.122621,142.69591,137.799053,144.330393
2193,124.178188,114.987233,127.18053,143.187419,131.871058,145.326977
2194,123.456303,105.23942,125.210888,139.087881,133.895022,147.34409
2195,122.106187,107.08464,120.822292,138.583994,135.819045,143.973971
2196,118.715224,109.296357,113.972469,138.973309,144.21355,138.931942
2197,119.897064,112.585635,111.442146,139.364738,140.241008,139.546822
2198,113.84439,112.769079,114.080437,141.778296,142.119401,141.636276
2199,117.113848,113.652176,112.947341,142.606203,140.755532,145.874749
2200,117.730752,116.40267,112.51974,142.616102,141.56672,148.276106
2201,114.768792,118.801607,107.476609,140.64471,147.304786,139.096339
2202,117.456013,121.793542,108.30221,139.667721,146.641944,133.319536
2203,124.524011,127.217643,106.39844,140.741243,144.263313,129.386174
2204,123.426883,132.570798,105.833935,139.066459,140.020312,123.756531
2205,123.197113,130.099855,105.029152,139.773,139.632634,125.271721
2206,126.806665,131.197496,103.206047,140.613569,139.957227,126.320351
2207,122.901744,130.135386,107.828054,142.300238,138.257053,129.305051
2208,121.444384,126.57484,106.691084,142.08986,140.208663,128.515088
2209,119.35758,121.137406,106.655466,142.572331,140.834596,129.022015
2210,123.17091,124.25956,104.557139,143.798762,141.959896,128.770837
2211,123.313195,121.986001,110.636978,144.272348,139.908507,124.77857
2212,123.367037,123.335799,109.412711,143.780708,140.933943,125.295528
2213,119.546659,121.849277,108.549411,144.152489,140.797509,125.655378
2214,122.287965,124.163868,108.126941,144.316424,140.801957,125.544566
2215,118.7421,124.671749,108.09888,144.620569,138.535019,122.988274
2216,122.749421,128.383052,106.434258,144.315449,139.984698,122.996584
2217,124.239523,128.158369,103.599696,145.277136,141.393075,121.277891
2218,131.056298,128.609111,102.859123,144.821258,142.257524,121.759291
2219,129.359206,127.452438,101.939458,145.094601,143.048392,123.093259
2220,132.903808,129.921463,101.270863,145.326119,142.581988,122.185561
2221,134.068932,126.907739,101.097475,145.680289,145.110399,124.382733
2222,135.444539,126.929298,100.240448,146.111704,145.240048,122.796789
2223,129.596635,128.344691,100.103917,145.902773,147.796856,123.557185
2224,123.483631,128.52266,100.712222,144.69012,148.265983,124.781983
2225,125.478071,133.957663,100.068808,145.376784,152.064787,126.327153
2226,126.861655,130.783271,101.029018,144.658644,150.381603,126.161264
2227,132.58546,129.879437,100.076606,146.092892,150.274357,124.137453
2228,131.90383,127.45206,99.939368,145.933568,148.834051,122.892283
2229,130.741289,129.740414,98.064834,145.879989,145.618107,121.567424
2230,126.841669,129.780232,97.812048,144.300372,146.834354,122.266223
2231,124.281843,127.905297,96.02015,144.599712,149.205175,121.224378
2232,127.72574,127.986101,95.048196,144.787136,146.718589,120.185091
2233,124.9432,133.150226,96.067808,144.866475,157.055273,122.827662
2234,126.951066,132.150154,95.223565,145.092173,156.62447,128.672128
2235,130.341142,129.536862,95.082186,144.136596,151.386463,128.399024
2236,130.200331,129.387666,94.54672,143.935849,153.613122,130.148965
2237,131.83684,128.520767,92.420456,143.713301,155.289046,131.740469
2238,126.863824,120.785056,92.98803,142.653079,154.847024,129.201374
2239,127.157565,121.246962,90.883854,141.897897,156.402834,128.307645
2240,125.266414,125.555289,90.81222,138.964914,155.635206,122.411475
2241,126.966273,124.818756,91.373319,140.991827,156.009379,126.500546
2242,124.771788,129.182606,89.753999,136.437136,156.859271,124.387564
2243,123.538295,126.165839,90.121274,139.769497,161.427019,130.993171
2244,122.95417,128.471079,89.764772,136.761285,162.521257,129.759517
2245,125.126431,121.040402,88.609117,137.066431,155.315927,128.815879
2246,125.855422,121.783622,85.350787,136.209317,166.950932,134.09611
2247,126.364435,126.973428,84.377708,135.359284,168.424241,133.536326
2248,127.292648,130.951943,85.436151,138.432491,165.059192,135.724348
2249,127.100314,132.101486,84.363331,136.488339,161.91079,129.761494
2250,128.235779,130.489692,84.777964,137.599298,163.829472,132.71429
2251,128.430096,131.309594,84.010318,137.24024,160.439618,128.195908
2252,129.188059,130.445599,84.223422,136.128985,158.370779,124.97243
2253,128.248961,134.345888,83.486119,131.884943,158.459003,121.978568
2254,131.130552,121.865423,83.002571,135.59119,159.826268,127.770581
2255,130.678047,128.922149,81.379361,135.880122,163.901058,130.702491
2256,128.51717,128.717067,84.108273,132.679948,158.636528,124.636872
2257,128.415769,129.144532,83.380662,131.601194,158.663109,126.11397
2258,130.346233,139.758035,82.076831,135.097209,160.844541,126.146163
2259,129.7752,135.674105,81.454211,129.047832,163.828601,129.971282
2260,132.289452,131.506331,80.610744,128.516315,160.496574,128.322546
2261,132.228495,133.977462,80.32137,131.640961,160.623985,129.077865
2262,133.145875,137.007122,79.850222,129.629435,159.224042,128.340375
2263,135.350911,135.112962,80.340519,130.987811,158.777046,127.258101
2264,134.39976,134.504186,79.40355,134.195177,159.479339,128.448388
2265,136.565029,135.93435,76.834065,130.917347,164.684329,132.54659
2266,133.359148,136.594575,77.362109,126.886387,160.932694,123.972288
2267,135.92964,133.6322,77.802195,130.40731,160.148815,124.591059
2268,134.994927,139.394303,76.756879,127.89521,160.221754,125.477974
2269,134.879508,138.711074,76.010674,120.882508,155.979869,119.721181
2270,136.637384,130.482832,75.161017,133.368641,151.824545,124.891942
2271,139.604224,131.657992,73.727233,132.180629,153.295347,125.611582
2272,139.61048,140.78008,72.731791,118.322544,153.829225,122.477777
2273,138.379686,132.718948,71.285575,120.827832,156.814862,119.997189
2274,137.779946,137.825939,71.793756,123.427951,156.584537,120.615106
2275,135.205287,132.763019,73.064298,127.94458,152.147753,119.917107
2276,137.069948,134.835071,71.701233,126.93676,155.654378,122.71821
2277,133.596634,138.800253,71.468835,121.268564,153.667697,119.935927
2278,131.803103,137.807393,71.002321,120.296062,151.824761,120.604298
2279,134.783774,135.187743,69.645639,128.271783,147.240505,121.802792
2280,134.218475,137.827405,69.066937,122.985737,147.040925,120.838507
2281,135.754663,137.77851,68.959966,122.593891,148.241866,119.271979
2282,137.729758,138.197487,67.520264,121.386132,148.637377,120.177255
2283,138.787532,133.217366,67.067099,120.159407,150.731978,120.824654
2284,141.475117,137.094014,66.891844,121.085044,149.176602,120.262753
2285,144.876414,133.430764,65.535637,121.507976,146.232726,118.269894
2286,145.690874,133.080899,64.82559,125.095495,142.2697,130.960143
2287,145.891456,131.783002,64.274273,123.961341,144.803208,127.552809
2288,145.753614,135.2338,64.166645,122.079199,145.769682,118.13648
2289,145.512609,135.510499,63.800995,122.372282,144.544263,119.745577
2290,147.593261,132.142904,62.888327,121.11907,144.279341,117.90649
2291,148.431142,135.15006,63.334795,120.930724,144.589773,116.175069
2292,155.763504,131.103005,62.795831,123.54998,137.06715,119.354758
2293,150.797978,127.243507,62.890198,121.97435,141.647396,120.743515
2294,154.190541,134.782636,63.624038,122.916684,139.940312,114.690962
2295,154.135002,133.679169,63.510443,122.72559,136.472489,113.880532
2296,156.052244,137.236402,62.884416,122.904036,135.350289,109.839935
2297,155.839146,138.305593,62.654892,123.172859,134.416131,109.276826
2298,154.083739,144.410185,62.795244,121.98141,136.498598,112.293733
2299,153.854268,139.714318,62.724514,125.350271,137.32215,113.441338
2300,151.569077,141.055314,62.535342,125.720413,138.634828,113.321816
2301,150.196921,143.206191,62.497316,125.106322,139.025623,112.891099
2302,151.469417,147.555657,61.743302,122.666635,145.999848,117.595129
2303,150.486015,140.244934,61.552009,126.446809,139.308459,115.891984
2304,154.986146,136.055069,63.040776,129.080461,131.018944,110.179022
2305,158.656621,135.55774,61.524104,133.593807,135.019296,117.493056
2306,154.70269,139.109632,61.563641,132.386533,132.149519,115.727721
2307,152.67328,138.81705,62.14423,128.558822,128.323976,120.905775
2308,149.938894,134.598254,62.569929,130.320364,130.766948,120.421487
2309,149.510708,142.309458,62.274665,129.624552,136.681661,119.852574
2310,149.439381,142.37275,62.228042,132.152992,133.225181,118.327459
2311,147.620244,139.865544,62.259246,128.00911,135.63733,112.583644
2312,153.593872,137.527639,64.876068,132.921921,125.17536,117.632256
2313,155.916034,133.566654,65.229513,135.678568,127.995712,119.078045
2314,153.177372,144.863944,65.54897,131.529501,132.116726,117.51767
2315,149.742951,150.807244,65.339169,124.932833,132.148983,111.558264
2316,150.98134,148.599002,64.87938,125.868918,131.239376,109.692806
2317,152.882433,146.077059,65.260053,127.647503,131.843287,104.319294
2318,156.339472,154.447692,65.425291,129.8254,131.185651,107.506419
2319,158.798458,155.86561,66.394871,132.72806,130.304118,107.486266
2320,158.326875,150.204674,66.729003,134.980452,131.625348,110.354969
2321,156.623059,149.473489,66.614865,135.049432,125.731819,116.573703
2322,158.386567,145.393565,66.019073,139.687715,127.643364,119.378897
2323,158.356048,143.734079,64.849286,138.011752,126.478161,124.42533
2324,157.107657,145.764434,66.237711,137.725615,122.795737,114.816412
2325,156.835001,138.751062,64.229248,138.80033,126.104871,118.655215
2326,155.091126,138.645337,64.472552,139.143392,126.514219,125.415564
2327,155.610876,148.21973,65.409329,139.616881,130.773205,118.111169
2328,154.494672,141.826713,65.894479,138.13157,123.964499,115.973481
2329,152.193952,138.538552,65.547294,139.660891,125.539695,119.883664
2330,152.33928,145.068836,65.68946,133.047814,120.391915,127.222943
2331,154.125814,151.099907,66.677448,132.860333,120.916724,112.898357
2332,155.124758,146.989642,68.381196,136.305106,115.279795,108.535121
2333,153.266867,145.684315,65.180867,137.89659,117.375638,115.674846
2334,151.820434,138.972767,63.604772,139.804956,121.093106,120.780828
2335,155.370719,145.982404,64.790158,135.848107,122.483827,121.890104
2336,156.07752,139.064873,66.884948,137.901827,115.488201,113.926093
2337,156.841848,145.985929,66.065966,138.111069,122.899234,121.218736
2338,157.681369,134.325866,68.277531,137.378054,113.170812,115.7435
2339,158.27872,139.456258,68.373524,138.492838,122.508533,123.045101
2340,155.205437,132.563703,64.522375,138.099605,112.619612,119.787117
2341,155.893529,133.601824,63.157164,136.07565,122.157826,115.01193
2342,155.519933,135.826769,65.680148,137.768235,124.948079,114.78033
2343,155.594632,133.38377,64.892398,138.97507,119.468265,113.791638
2344,155.402563,132.757297,62.711491,137.988512,124.328708,116.932743
2345,153.533216,136.811542,60.222073,136.143822,128.91515,122.759896
2346,152.829016,134.123846,61.51587,138.272531,117.712979,120.829579
2347,152.055163,132.000564,59.249578,136.642158,120.987632,131.792623
2348,152.374658,141.307422,60.068692,136.168355,119.419958,116.200804
2349,150.832478,136.288026,59.679624,136.578268,125.270777,125.515237
2350,150.386919,132.635537,59.183454,136.774897,127.084144,125.732316
2351,147.23508,137.958956,58.524344,136.411874,123.454211,124.781346
2352,151.595388,138.799555,59.007756,137.294657,125.978951,116.008724
2353,147.856221,137.350009,57.983685,138.509733,121.356704,119.014337
2354,153.022072,137.026243,56.854795,137.994205,119.99896,119.069085
2355,149.673108,129.071333,57.674588,139.978866,110.573135,123.238104
2356,145.063106,132.585456,59.595828,139.658592,114.28164,116.229098
2357,142.024016,130.598669,57.003637,139.640607,115.635534,119.814274
2358,148.97757,125.050757,56.994237,137.459673,113.302094,119.423592
2359,142.825349,117.435381,52.69955,136.367499,112.346269,132.514045
2360,146.071318,118.455227,55.505167,136.484322,115.404908,117.186808
2361,145.908729,121.831643,54.584018,139.121366,114.644452,128.68383
2362,143.775658,124.235027,53.730636,138.143153,115.846394,131.422166
2363,142.697309,130.813852,55.004445,139.023531,117.48482,130.451884
2364,148.591757,131.665196,55.009779,137.621846,121.328418,120.116332
2365,143.135472,122.312577,51.762682,138.699289,113.774913,118.350722
2366,140.680503,131.207906,53.384387,139.123223,116.06456,122.430125
2367,146.842558,138.597427,56.195855,137.307489,120.600854,110.495076
2368,140.539336,127.866321,52.388716,137.530136,111.43539,115.220379
2369,148.351459,126.76097,52.828551,134.868662,114.658718,107.989223
2370,150.920713,127.4989,53.450011,137.195111,113.524455,108.667502
2371,147.29001,122.952856,51.227471,136.58126,118.509383,111.069248
2372,151.42504,125.116018,52.971576,136.860627,125.6185,114.544411
2373,154.208425,139.165452,53.453633,135.491141,122.722135,113.479173
2374,150.604063,141.421148,53.580731,136.028638,123.355737,123.458771
2375,148.720702,133.437324,51.894514,138.778082,115.777227,135.12112
2376,151.059953,144.982005,54.802168,138.047342,109.930883,117.498156
2377,149.25859,135.688483,54.368476,140.447908,111.156445,125.327559
2378,151.251764,143.749711,55.483055,139.232346,110.793821,107.237652
2379,149.131894,146.304382,54.485104,138.229023,110.278578,108.66404
2380,150.767549,140.911741,55.154717,136.352469,122.338714,108.546273
2381,142.463079,134.055235,50.896806,141.89919,116.100053,124.953808
2382,145.919013,154.460787,53.209204,141.673002,112.638169,104.985258
2383,147.630143,151.253311,51.99999,140.489692,113.345813,105.545091
2384,149.882444,150.750078,54.254382,137.969265,120.398246,106.109288
2385,140.783467,134.923788,51.103086,139.436233,120.726503,120.496941
2386,148.635616,140.68554,53.165113,135.755426,119.925565,110.663976
2387,146.603592,139.422191,51.550805,134.061201,117.223873,106.691007
2388,143.55419,143.60824,53.480843,136.811385,118.367522,118.049997
2389,147.241651,144.113934,53.310573,137.160401,122.172481,110.003275
2390,152.246901,133.376777,50.931479,135.939748,118.061682,120.864492
2391,146.619396,142.352788,51.795418,136.471303,120.78722,122.341042
2392,146.161503,141.924017,50.762315,136.650884,121.171454,122.720336
2393,145.21687,141.832699,50.422774,136.497648,110.37849,120.099393
2394,145.600408,141.873621,48.961833,135.683861,112.174547,120.339766
2395,143.703419,141.469894,48.934156,136.729294,116.867069,114.417591
2396,144.313079,143.735632,48.440879,133.885586,116.067633,120.503517
2397,150.273156,140.183577,48.407653,134.821394,111.465672,106.813023
2398,149.816605,134.821051,46.066015,133.192531,104.938837,103.735859
2399,148.194906,122.816807,46.151926,135.072988,106.434805,112.410096
2400,137.684611,145.364942,44.981415,138.535859,100.875433,117.371359
2401,139.913325,143.843135,41.813762,134.300601,94.61174,126.329797
2402,147.46292,137.695684,41.849374,128.402418,96.779398,123.608994
2403,144.502893,137.837855,38.33639,131.33298,97.720887,124.80273
2404,144.253611,131.758728,38.386257,132.433954,95.269117,123.679706
2405,142.989293,133.499435,39.723605,131.751652,97.387753,122.583844
2406,133.626536,129.970463,35.792692,132.537514,96.244035,123.297903
2407,129.697926,135.225692,35.268581,134.298629,100.56581,125.176752
2408,127.5706,140.280701,39.311884,137.067597,107.005892,110.077972
2409,131.035849,138.968809,38.859778,136.843774,101.410162,121.808965
2410,146.248395,126.647031,32.363856,130.758676,93.547197,121.848087
2411,142.295558,130.335804,34.261093,132.541596,87.816413,128.672012
2412,111.140406,134.602134,37.440325,137.131147,99.446336,112.059787
2413,129.44666,149.28579,35.59319,137.844475,95.197147,122.979728
2414,140.153968,129.635928,32.292368,126.956499,92.338208,118.504666
2415,149.804435,114.219381,31.480818,126.584997,103.873086,125.53134
2416,138.88133,129.66795,34.817507,131.189075,112.934119,126.129263
2417,137.669403,128.56605,35.138286,132.401919,110.460449,119.705305
2418,120.223719,145.004887,36.352848,139.785708,114.348424,114.482113
2419,117.337117,142.544324,36.282021,137.890569,113.557648,118.45451
2420,132.321036,128.621264,31.955727,129.468817,109.621273,115.914065
2421,129.025064,126.992518,32.194261,133.395655,96.704661,132.031422
2422,101.253218,134.70469,31.955053,134.224132,110.695649,131.591225
2423,117.608195,129.278119,30.927333,129.756744,108.001792,118.893295
